order_id,order_date,status,customer_id,customer_name,customer_phone,customer_email,city,district,delivery_type,delivery_cost,payment_method,payment_status,payment_amount,currency,total_amount,items_json
طلب-101319,2025-01-09T22:10:00,مؤكد,عميل-1319,هدى سالم,733715275,user639358@example.com,صنعاء,الحصبة,عادي,2000.0,محفظة إلكترونية,تم الدفع,619500.0,YER,619500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":255500.0,""total"":255500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":169000.0,""total"":338000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":12000.0,""total"":24000.0}]"
طلب-101320,2025-03-10T03:16:00,قيد الانتظار,عميل-1320,علي حسين,776883555,user449553@example.com,لحج,القاهرة,سريع,5000.0,بطاقة,تم الدفع,265000.0,YER,265000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":""غير معروف"",""total"":""غير معروف""},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":26000.0,""total"":78000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":13500.0,""total"":27000.0}]"
طلب-101321,2025-02-24T11:59:00,مؤكد,عميل-1321,هدى سالم,709044924,user60257@example.com,إب,كريتر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,22000.0,YER,22000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":10000.0,""total"":20000.0}]"
طلب-101322,2025-04-18T22:15:00,مؤكد,عميل-1322,خالد سالم,737826861,user756569@example.com,تعز,جبلة,سريع,٥٠٠٠٫٠,نقدًا عند التسليم,بانتظار الدفع,47000.0,YER,47000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":14000.0,""total"":42000.0}]"
طلب-101323,2025-01-23T13:23:00,ملغي,عميل-1323,ريم عادل,779114251,user940247@example.com,حجة,جبلة,عادي,2000.0,بطاقة,بانتظار الدفع,41000.0,YER,41000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":9000.0,""total"":9000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":15000.0,""total"":30000.0}]"
طلب-101324,2025-02-18T12:52:00,تم التسليم,عميل-1324,هدى سالم,731190433,user74911@example.com,عدن,خور مكسر,سريع,ألفان,محفظة إلكترونية,بانتظار الدفع,236000.0,YER,236000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":220000.0,""total"":220000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5500.0,""total"":11000.0}]"
طلب-101325,2025-01-12T07:37:00,قيد الشحن,عميل-1325,فاطمة أحمد,701141151,user21920@example.com,المكلا,شعوب,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,119000.0,YER,119000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":57000.0,""total"":114000.0}]"
طلب-101326,2025-03-20T09:09:00,قيد الشحن,عميل-1326,يوسف طارق,732226805,user761160@example.com,إب,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,437000.0,YER,437000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":144000.0,""total"":432000.0}]"
طلب-101327,2025-02-02T23:26:00,قيد الانتظار,عميل-1327,هدى سالم,773239853,user326085@example.com,ذمار,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,281500.0,YER,281500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5000.0,""total"":10000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":12000.0,""total"":24000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":242500.0,""total"":242500.0}]"
طلب-101328,2025-04-14T01:00:00,مرتجع,عميل-1328,محمد علي,718459989,user99961@example.com,عدن,التحرير,سريع,5000.0,بطاقة,بانتظار الدفع,134000.0,YER,134000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":35500.0,""total"":71000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":29000.0,""total"":58000.0}]"
طلب-101329,2025-02-02T14:10:00,قيد الانتظار,عميل-1329,فاطمة أحمد,774797522,user246491@example.com,ذمار,حدة,عادي,2000.0,محفظة إلكترونية,تم الدفع,50000.0,YER,50000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":10500.0,""total"":21000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":13500.0,""total"":27000.0}]"
طلب-101330,2025-04-09T08:56:00,ملغي,عميل-1330,ريم عادل,70 400 7497,user343567@example.com,حجة,حدة,عادي,2000.0,بطاقة,بانتظار الدفع,162500.0,YER,162500.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":43500.0,""total"":130500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":10000.0,""total"":30000.0}]"
طلب-101331,2025-04-27T06:14:00,ملغي,عميل-1331,سارة ياسر,738589138,user874746@example.com,صنعاء,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,72500.0,YER,72500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":9500.0,""total"":28500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":13000.0,""total"":39000.0}]"
طلب-101332,2025-04-18T21:58:00,مؤكد,عميل-1332,أروى محمد,710135405,user87374@example.com,تعز,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,24500.0,YER,24500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6500.0,""total"":19500.0}]"
طلب-101333,2025-03-09T00:28:00,قيد الانتظار,عميل-1333,أروى محمد,718774894,user752926@example.com,تعز,القاهرة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,15000.0,YER,15000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5000.0,""total"":10000.0}]"
طلب-101334,2025-01-24T22:18:00,مؤكد,عميل-1334,محمد علي,712675774,user204234@example.com,الحديدة,جبلة,عادي,2000.0,بطاقة,تم الدفع,1058000.0,YER,1058000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":238000.0,""total"":714000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":110000.0,""total"":330000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":6000.0,""total"":12000.0}]"
طلب-101335,2025-01-19T21:40:00,قيد الانتظار,عميل-1335,علي حسين,703341203,user891868@example.com,لحج,القاهرة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,202500.0,YER,"202,500.00","[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":4000.0,""total"":4000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":193500.0,""total"":193500.0}]"
طلب-101336,2025-03-28T20:38:00,ملغي,عميل-1336,خالد سالم,736288664,user513630@example.com,لحج,القاهرة,عادي,2000.0,محفظة إلكترونية,تم الدفع,481500.0,YER,481500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":""1"",""unit_price"":212500.0,""total"":212500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":9000.0,""total"":27000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":240000.0,""total"":240000.0}]"
طلب-101337,2025-01-12T09:32:00,مؤكد,عميل-1337,خالد سالم,707057771,user683476@example.com,حجة,الحصبة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,192500.0,YER,192500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":190500.0,""total"":190500.0}]"
طلب-101338,2025-04-10T17:34:00,تم التسليم,عميل-1338,يوسف طارق,773859351,user679148@example.com,إب,كريتر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,80000.0,YER,80000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":""غير معروف"",""total"":""غير معروف""},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":13500.0,""total"":40500.0}]"
طلب-101339,01-04-2025 14:34:00,تم التسليم,عميل-1339,خالد سالم,775112342,user218151@example.com,المكلا,التحرير,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,58000.0,YER,58000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11500.0,""total"":23000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":10000.0,""total"":30000.0}]"
طلب-101340,2025-03-29T05:24:00,مرتجع,عميل-1340,ريم عادل,712032198,user588874@example.com,إب,شعوب,عادي,2000.0,بطاقة,بانتظار الدفع,22000.0,YER,22000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":10000.0,""total"":20000.0}]"
طلب-101341,2025-03-24T06:49:00,قيد الانتظار,عميل-1341,هدى سالم,712106567,user450714@example.com,المكلا,شعوب,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,233000.0,YER,233000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":77000.0,""total"":231000.0}]"
طلب-101342,2025-04-22T14:22:00,مرتجع,عميل-1342,علي حسين,733120329,user420853@example.com,تعز,جبلة,عادي,2000.0,بطاقة,تم الدفع,285000.0,YER,285000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":""141500.0"",""total"":283000.0}]"
طلب-101343,2025-04-18T19:42:00,مؤكد,عميل-1343,أحمد محمد,774777184,user784995@example.com,المكلا,كريتر,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,135000.0,YER,135000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":14500.0,""total"":29000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":50500.0,""total"":101000.0}]"
طلب-101344,2025-04-25T23:06:00,قيد الانتظار,عميل-1344,علي حسين,730281972,user652109@example.com,لحج,كريتر,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,121000.0,YER,121000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8500.0,""total"":25500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":90500.0,""total"":90500.0}]"
طلب-101345,2025-04-24T17:43:00,مرتجع,عميل-1345,علي حسين,700749260,user832828@example.com,تعز,القاهرة,عادي,2000.0,بطاقة,بانتظار الدفع,221000.0,YER,221000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":""42500.0"",""total"":127500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":9500.0,""total"":9500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":41000.0,""total"":82000.0}]"
طلب-101346,2025-01-30T10:38:00,مؤكد,عميل-1346,أروى محمد,772492855,user968075@example.com,عمران,الحصبة,عادي,2000.0,محفظة إلكترونية,بانتظار الدفع,294500.0,YER,294500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8500.0,""total"":25500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":89000.0,""total"":267000.0}]"
طلب-101347,2025-03-15T01:29:00,قيد الانتظار,عميل-1347,أحمد محمد,736529314,user578495@example.com,صنعاء,خور مكسر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,24500.0,YER,24500.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":7000.0,""total"":14000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":8500.0,""total"":8500.0}]"
طلب-101348,2025-02-16T08:33:00,قيد الانتظار,عميل-1348,أروى محمد,777998780,user512315@example.com,الحديدة,خور مكسر,سريع,5000.0,محفظة إلكترونية,تم الدفع,43000.0,YER,43000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":7000.0,""total"":14000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":12000.0,""total"":24000.0}]"
طلب-101349,2025-02-01T11:54:00,قيد الشحن,عميل-1349,يوسف طارق,774503389,user691273@example.com,ذمار,القاهرة,سريع,5000.0,محفظة إلكترونية,تم الدفع,819500.0,YER,819500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":249500.0,""total"":748500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":24000.0,""total"":48000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":6000.0,""total"":18000.0}]"
  طلب-101350  ,2025-02-06T04:02:00,قيد الانتظار,عميل-1350,يوسف طارق,736503665,user553678@example.com,إب,القاهرة,سريع,5000.0,بطاقة,بانتظار الدفع,476000.0,YER,476000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":12000.0,""total"":12000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":153000.0,""total"":459000.0}]"
طلب-101351,2025-02-21T04:59:00,قيد الانتظار,عميل-1351,أروى محمد,708509687,user703414@example.com,تعز,القاهرة,عادي,2000.0,بطاقة,بانتظار الدفع,609500.0,YER,609500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":100500.0,""total"":100500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":253500.0,""total"":507000.0}]"
طلب-101352,2025-04-21T00:09:00,قيد الانتظار,عميل-1352,خالد سالم,712314355,user353515@example.com,حجة,شعوب,عادي,2000.0,بطاقة,تم الدفع,378500.0,YER,378500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":98000.0,""total"":294000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":27500.0,""total"":82500.0}]"
طلب-101353,2025-01-13T01:15:00,ملغي,عميل-1353,محمد علي,712255144,user710356@example.com,عدن,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,536500.0,YER,536500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":11500.0,""total"":34500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":10500.0,""total"":21000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":239500.0,""total"":479000.0}]"
طلب-101354,2025-02-17T00:14:00,ملغي,عميل-1354,أروى محمد,772634891,user512674@example.com,المكلا,كريتر,سريع,5000.0,محفظة إلكترونية,تم الدفع,206000.0,YER,206000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":6000.0,""total"":6000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":97500.0,""total"":195000.0}]"
طلب-101355,2025-01-11T16:14:00,تم التسليم,عميل-1355,أحمد محمد,737829919,user285480@example.com,المكلا,جبلة,عادي,2000.0,بطاقة,مدفوع,39500.0,YER,39500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9000.0,""total"":27000.0}]"
طلب-101356,2025-02-02T16:49:00,مرتجع,عميل-1356,يوسف طارق,706748891,user144436@example.com,لحج,شعوب,سريع,5000.0,محفظة إلكترونية,مدفوع,93000.0,YER,93000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":29500.0,""total"":59000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":5000.0,""total"":5000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":12000.0,""total"":24000.0}]"
طلب-101357,2025-03-19T12:14:00,مرتجع,عميل-1357,محمد علي,732749428,user7941@example.com,ذمار,جبلة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,413500.0,YER,413500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":142000.0,""total"":284000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":41500.0,""total"":124500.0}]"
طلب-101358,2025-02-26T18:24:00,قيد الانتظار,عميل-1358,أحمد محمد,711929646,user365685@example.com,صنعاء,الحصبة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,43000.0,YER,43000.0,"[{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":9500.0,""total"":19000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":4000.0,""total"":4000.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":5000.0,""total"":15000.0}]"
طلب-101359,2025-01-14T02:05:00,قيد الشحن,عميل-1359,أروى محمد,710248395,user798148@example.com,عدن,حدة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,19000.0,YER,19000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":7000.0,""total"":14000.0}]"
طلب-101360,2025-02-10T18:14:00,مرتجع,عميل-1360,خالد سالم,704131981,user176183@example.com,تعز,جبلة,عادي,2000.0,محفظة إلكترونية,تم الدفع,٦٩٠٠٠٫٠,YER,69000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":3,""unit_price"":8000.0,""total"":24000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":20000.0,""total"":20000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":1,""unit_price"":23000.0,""total"":23000.0}]"
طلب-101361,2025-01-19T07:05:00,تم التسليم,عميل-1361,هدى سالم,707237783,user369026@example.com,حجة,شعوب,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,٣٨٣٠٠٠٫٠,YER,383000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":7000.0,""total"":7000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":165000.0,""total"":330000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":41000.0,""total"":41000.0}]"
طلب-101362,2025-03-17T15:42:00,مؤكد,عميل-1362,علي حسين,707683726,user439275@example.com,عمران,جبلة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,37500.0,ريال يمني,37500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":10500.0,""total"":10500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":7500.0,""total"":7500.0},{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":14500.0,""total"":14500.0}]"
طلب-101363,2025-02-20T07:07:00,تم التسليم,عميل-1363,فاطمة أحمد,734847040,user731512@@example.com,ذمار,جبلة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,567500.0,YER,567500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":187500.0,""total"":562500.0}]"
طلب-101364,2025-01-01T16:42:00,قيد الشحن,عميل-1364,خالد سالم,713166752,user464048@example.com,إب,خور مكسر,عادي,2000.0,بطاقة,بانتظار الدفع,899500.0,YER,899500.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":190500.0,""total"":190500.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":233000.0,""total"":699000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":4000.0,""total"":8000.0}]"
طلب-101365,2025-02-15T14:28:00,تم التسليم,عميل-1365,خالد سالم,709275917,user579466@example.com,عدن,الحصبة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,20000.0,YER,20000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":15000.0,""total"":15000.0}]"
طلب-101366,2025-01-27T20:21:00,مؤكد,عميل-1366,ريم عادل,771270039,user910686@example.com,المكلا,خور مكسر,عادي,2000.0,بطاقة,بانتظار الدفع,622000.0,YER,622000.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":178000.0,""total"":356000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":242000.0,""total"":242000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":2,""unit_price"":11000.0,""total"":22000.0}]"
طلب-101367,2025-04-13T01:17:00,تم التسليم,عميل-1367,فاطمة أحمد,703318912,user906887@example.com,حجة,حدة,عادي,2000.0,محفظة إلكترونية,تم الدفع,286000.0,YER,286000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":28000.0,""total"":56000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":228000.0,""total"":228000.0}]"
طلب-101368,2025-02-21T08:27:00,ملغي,عميل-1368,فاطمة أحمد,719222051,user14811@example.com,المكلا,كريتر,عادي,2000.0,بطاقة,تم الدفع,476000.0,YER,476000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":237000.0,""total"":474000.0}]"
طلب-101369,2025-01-27T08:03:00,ملغي,عميل-1369,ريم عادل,770685223,user659266@example.com,صنعاء,كريتر,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,30500.0,YER,30500.0,"[{""sku"":""SKU-1001"",""qty"":2"
طلب-101370,2025-04-07T08:23:00,قيد الانتظار,عميل-1370,ريم عادل,719250564,user744927@example.com,لحج,شعوب,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,99000.0,YER,99000.0,"[{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":35000.0,""total"":70000.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":3,""unit_price"":9000.0,""total"":27000.0}]"
طلب-101371,2025-02-11T21:48:00,مرتجع,عميل-1371,خالد سالم,70 245 8731,user607763@example.com,المكلا,شعوب,سريع,5000.0,بطاقة,بانتظار الدفع,56500.0,YER,56500.0,"[{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":40500.0,""total"":40500.0},{""sku"":""SKU-1009"",""name"":""شاحن سريع"",""qty"":1,""unit_price"":11000.0,""total"":11000.0}]"
طلب-101372,2025-03-12T02:22:00,مرتجع,عميل-1372,أروى محمد,719725734,user191587@example.com,عمران,حدة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,264000.0,YER,264000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":1,""unit_price"":236500.0,""total"":236500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":8500.0,""total"":25500.0}]"
طلب-101373,2025-02-20T05:12:00,قيد الانتظار,عميل-1373,علي حسين,712945147,user811783@example.com,ذمار,الحصبة,عادي,2000.0,محفظة إلكترونية,تم الدفع,480500.0,YER,480500.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":7500.0,""total"":22500.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":3,""unit_price"":10500.0,""total"":31500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":141500.0,""total"":424500.0}]"
طلب-101374,2025-02-19T16:34:00,قيد الشحن,عميل-1374,خالد سالم,775931973,user517485@example.com,عدن,الحصبة,سريع,5000.0,نقدًا عند التسليم,بانتظار الدفع,788000.0,YER,788000.0,"[{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":2,""unit_price"":6500.0,""total"":13000.0},{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":2,""unit_price"":209500.0,""total"":419000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":2,""unit_price"":175500.0,""total"":351000.0}]"
طلب-101375,2025-01-06T08:37:00,قيد الانتظار,عميل-1375,فاطمة أحمد,775123496,user145301@example.com,حجة,التحرير,عادي,2000.0,محفظة إلكترونية,تم الدفع,733000.0,YER,733000.0,"[{""sku"":""SKU-1010"",""name"":""هاتف سامسونج A54"",""qty"":3,""unit_price"":208500.0,""total"":625500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":51500.0,""total"":51500.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":2,""unit_price"":27000.0,""total"":54000.0}]"
طلب-101376,2025-02-13T02:57:00,تم التسليم,عميل-1376,هدى سالم,734927612,user576439@example.com,الحديدة,القاهرة,عادي,2000.0,نقدًا عند التسليم,بانتظار الدفع,266500.0,YER,266500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":6000.0,""total"":6000.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":1,""unit_price"":66500.0,""total"":66500.0},{""sku"":""SKU-1007"",""name"":""قرص SSD محمول"",""qty"":3,""unit_price"":64000.0,""total"":192000.0}]"
طلب-101377,2025-03-16T02:29:00,ملغي,عميل-1377,علي حسين,714983517,user116738@example.com,تعز,شعوب,عادي,2000.0,بطاقة,تم الدفع,15000.0,YER,15000.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":1,""unit_price"":13000.0,""total"":13000.0}]"
طلب-101378,2025-02-01T17:06:00,مرتجع,عميل-1378,أروى محمد,714526341,user802687@example.com,عدن,جبلة,سريع,5000.0,محفظة إلكترونية,بانتظار الدفع,150500.0,YER,150500.0,"[{""sku"":""SKU-1008"",""name"":""محول HDMI"",""qty"":2,""unit_price"":5500.0,""total"":11000.0},{""sku"":""SKU-1005"",""name"":""سماعات رأس"",""qty"":3,""unit_price"":41000.0,""total"":123000.0},{""sku"":""SKU-1002"",""name"":""فأرة لاسلكية"",""qty"":1,""unit_price"":11500.0,""total"":11500.0}]"
